Sentence,Entity1,E1_POS,E1_DEP,Entity2,E2_POS,E2_DEP,Relationship,Direction,predicted_relationship,predicted_rel_with_direction
2324,object,['NN'],nsubj,nylon bag,"['DT', 'NN', 'NN', 'DT']",pobj,Content-Container,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2325,tools,['NNS'],nsubj,process,['NN'],dobj,Other,Othe,Message-Topic,"Message-Topic(e1,e2)"
2326,pieces,['NNS'],dobj,hutch,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2327,constitution,['NN'],nsubjpass,leaders,['NNS'],pobj,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2328,musician,"['NN', 'DT']",nsubj,preparation,"['DT', 'NN']",pobj,Instrument-Agency,"e2,e1",Instrument-Agency,"Instrument-Agency(e2,e1)"
2329,agarose,['NN'],dobj,tray,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2330,team,['NN'],nsubj,chemistry,['NN'],pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2331,gun,['NN'],nsubjpass,drawer,"['DT', 'DT', 'DT', 'NN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2332,president,['NN'],pobj,university,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e2,e1)"
2333,students,['NNS'],nsubj,violence,['NN'],pobj,Other,Othe,Message-Topic,"Message-Topic(e1,e2)"
2334,damage,['NN'],pobj,earthquakes,"['NNS', 'NN']",nsubjpass,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e1,e2)"
2335,train,['NN'],nsubj,photographer,"['NN', 'TO']",pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2336,fluids,['NNS'],nsubjpass,cylinder,"['IN', 'NN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2337,ship,['NN'],nsubj,port,['NN'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2338,worker,['NN'],nsubjpass,boxcar,"['DT', 'NN']",pobj,Other,Othe,Content-Container,"Content-Container(e1,e2)"
2339,tempeh,"['NN', 'NN']",nsubj,soybeans,"['NNS', 'DT', 'NN']",pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2340,whirl,['NN'],pobj,insects,"['IN', 'NNS']",pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
2341,tessellate,['NN'],dobj,songs,['NNS'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2342,respondents,['NNS'],pobj,programs,"['DT', 'NNS']",pobj,Instrument-Agency,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
2343,abscess,['NN'],nsubjpass,infection,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2344,study,['NN'],nsubj,evaluations,['NNS'],dobj,Component-Whole,"e2,e1",Component-Whole,"Component-Whole(e2,e1)"
2345,act,['NN'],nsubj,limitation,['NN'],pobj,Instrument-Agency,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
2346,bottle,['NN'],dobj,testimony,['NN'],pobj,Content-Container,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
2347,flour,['RBR'],dobj,mixture,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2348,body,['NN'],dobj,workers,"['NNS', 'NN']",pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
2349,fat,['NN'],amod,disease,['NN'],dep,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
2350,barium,['NN'],dobj,sulphate,['NN'],npadvmod,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2351,fees,['NNS'],nsubj,discussion,['NN'],pobj,Message-Topic,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2352,country,['NN'],nsubj,machines,['NNS'],pobj,Product-Producer,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
2353,preforms,['NNS'],nsubjpass,bottles,['NNS'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2354,plant,"['NN', 'DT']",nsubjpass,flask,"['DT', 'NN', 'IN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2355,acetoin,"['NN', 'TO']",nsubj,filtrate,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2356,metal,['NN'],dobj,ground,['NN'],pobj,Entity-Origin,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2357,pillars,['NNS'],nsubj,ruins,['NNS'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2358,change,"['DT', 'NN']",dobj,console,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
2359,fable,['JJ'],nsubj,progress,['NN'],dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
2360,resources,['NNS'],pobj,programmers,['NNS'],pobj,Instrument-Agency,"e1,e2",Other,Other
2361,technocrats,['NNS'],dobj,government,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2362,basin,"['NN', 'DT']",nsubj,depression,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2363,designer,['NN'],nsubj,sets,['NNS'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2364,notification,['NN'],nsubj,names,['NNS'],dobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
2365,zoo,['NN'],pobj,misfits,['NNS'],pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2366,researcher,"['NN', 'DT']",nsubj,question,"['NN', 'IN']",pobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2367,student,['NN'],nsubj,book,['NN'],pobj,Instrument-Agency,"e2,e1",Instrument-Agency,"Instrument-Agency(e2,e1)"
2368,guy,['NN'],pobj,knob,['NN'],pobj,Instrument-Agency,"e2,e1",Instrument-Agency,"Instrument-Agency(e1,e2)"
2369,fox,['NN'],nsubj,fury,['NN'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
2370,work,['NN'],attr,man,"['DT', 'DT', 'NN', 'DT']",pobj,Product-Producer,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
2371,poem,['NN'],pobj,poet,['NN'],nsubj,Product-Producer,"e1,e2",Other,Other
2372,electrical short,"['JJ', 'NN', 'DT']",nsubj,fire,['NN'],dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
2373,batch,"['NN', 'DT']",nsubj,suitcase,"['DT', 'NN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2374,wriggle,['NN'],dobj,worms,"['NNS', 'NN']",pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
2375,species,['NNS'],nsubjpass,country,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2376,message,['NN'],pobj,social structure,"['JJ', 'NN']",nsubj,Message-Topic,"e1,e2",Other,Other
2377,raspberry,"['DT', 'NN']",compound,jelly,['RB'],nsubj,Entity-Origin,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
2378,events,['NNS'],nsubj,dissolution,['NN'],dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
2379,bat,['NN'],nsubj,wings,['NNS'],dobj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2380,exhibition,['NN'],nsubj,dynamic connections,"['JJ', 'NNS', 'DT']",pobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
2381,contamination,['NN'],nsubjpass,residues,['NNS'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2382,Asthma,"['NNP', 'DT']",nsubj,narrowing,"['DT', 'NN']",conj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
2383,request,['NN'],nsubj,firm,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2384,invertebrate,['NN'],nsubj,halves,['NNS'],pobj,Instrument-Agency,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2385,exhibit,['NN'],nsubj,designs,['NNS'],dobj,Component-Whole,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
2386,hand,['NN'],pobj,fingers,"['IN', 'NNS']",conj,Component-Whole,"e2,e1",Component-Whole,"Component-Whole(e2,e1)"
2387,memo,['NN'],appos,chairman,"['DT', 'NN']",pobj,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
2388,arm,['NN'],pobj,chair,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
2389,ride,['NN'],nsubj,sign,['NN'],pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
2390,farmer,"['DT', 'NN', 'DT']",dobj,hoe,['NN'],pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
2391,meeting,['NN'],dobj,influenza,"['DT', 'NN', 'NN']",conj,Message-Topic,"e1,e2",Other,Other
2392,air,['NN'],nsubjpass,lungs,['NNS'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2393,press,['NN'],nsubj,results,['NNS'],dobj,Other,Othe,Cause-Effect,"Cause-Effect(e1,e2)"
2394,lyrics,['NNS'],compound,sexual politics,"['JJ', 'NNS']",pobj,Message-Topic,"e1,e2",Other,Other
2395,incident,"['NN', 'IN']",nsubjpass,entry,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2396,name,['NN'],nsubj,times,['NNS'],pobj,Entity-Origin,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
2397,imbalance,"['NN', 'DT']",nsubj,torque,"['NN', 'TO']",dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
2398,bombs,['NNS'],nsubjpass,cars,['NNS'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2399,timer,"['NN', 'NN']",pobj,clock,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
2400,rain,"['DT', 'NN']",dobj,offers,"['IN', 'NNS']",pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
2401,officer,"['IN', 'NN', 'IN', 'IN', 'IN']",attr,college,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
2402,robbers,['NNS'],nsubj,scene,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2403,body,['NN'],attr,traders,"['DT', 'DT', 'NNS', 'NN']",pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
2404,prisoner,['NN'],dobj,cell,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2405,studies,['NNS'],nsubjpass,vegetation,['NN'],dobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
2406,fish,"['NN', 'VBZ']",appos,eggs,['NNS'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2407,clique,['NN'],pobj,acquaintances,"['DT', 'DT', 'VBZ']",pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
2408,statement,['NN'],nsubj,president,['NN'],pobj,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2409,world,['NN'],poss,factory,"['TO', 'NN']",attr,Other,Othe,Other,Other
2410,union,[],dobj,senses,['NNS'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
2411,engineers,['NNS'],nsubj,method,['NN'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2412,oil,['NN'],dobj,radiator,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2413,parameters,['NNS'],nsubj,text,['NN'],pobj,Message-Topic,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
2414,medicine,['NN'],nsubjpass,patient,['NN'],pobj,Entity-Destination,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2415,rookery,['NN'],nsubj,glossy ibis,"['JJ', 'NN']",pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2416,fear,['NN'],pobj,death,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2417,data,['NN'],dobj,text box,"['NN', 'NN']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2418,view,['NN'],ROOT,perspective,['NN'],pobj,Cause-Effect,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
2419,singer,['NN'],nsubj,song,['NN'],pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
2420,vehicles,['NNS'],nsubjpass,city,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2421,discussion,['NN'],pobj,words,['NNS'],pobj,Message-Topic,"e1,e2",Other,Other
2422,design,['NN'],nsubjpass,work,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2423,county,['NN'],nsubj,mailbox,"['NN', 'DT', 'NN', 'NN']",pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2424,devastation,['NN'],dobj,earthquake,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2425,rash,"['IN', 'DT', 'NN', 'DT']",attr,fungal imbalance,"['DT', 'DT', 'JJ', 'NN']",pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2426,fans,['NNS'],nsubj,hiding,['NN'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
2427,chapters,['NNS'],nsubj,book,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2428,patents,['NNS'],nsubj,algorithms,['NN'],dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
2429,patch,"['IN', 'NN']",pobj,flowers,['NNS'],pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
2430,statue,"['NN', 'DT']",nsubj,box,['NN'],pobj,Content-Container,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2431,box,['NN'],nsubjpass,cornerstone,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2432,teeth,['NNS'],pobj,roots,['NNS'],dobj,Component-Whole,"e2,e1",Component-Whole,"Component-Whole(e2,e1)"
2433,neuron,['NN'],nsubj,jolt,['NN'],dobj,Cause-Effect,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
2434,cells,['NNS'],nsubjpass,table,"['DT', 'NN', 'NN']",pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2435,balls,['NNS'],dobj,basket,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2436,rule,['NN'],nsubj,use,['NN'],dobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
2437,proletariat,"['DT', 'NN', 'DT']",pobj,nationalities,"['DT', 'NNS', 'DT']",pobj,Other,Othe,Other,Other
2438,boys,['NNS'],nsubjpass,fighting,['NN'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
2439,album,['NN'],ROOT,band,"['CC', 'NN', 'CC']",pobj,Product-Producer,"e1,e2",Other,Other
2440,dean,"['NN', 'DT', 'NN']",pobj,faculty,"['NN', 'DT', 'NN']",pobj,Member-Collection,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
2441,animal,"['NN', 'DT']",dobj,bong,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2442,skirt,['NN'],nsubj,trunk,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2443,Electricians,['NNS'],nsubj,maps,['NNS'],npadvmod,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2444,grenade,"['DT', 'DT', 'NN', 'DT', 'DT']",dobj,canister,"['DT', 'DT', 'DT', 'NN', 'DT']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2445,yachts,['NNS'],nsubj,harbor,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2446,ham,"['NN', 'DT']",pobj,sandwich,"['NN', 'DT', 'CC', 'CC']",pobj,Other,Othe,Component-Whole,"Component-Whole(e2,e1)"
2447,arrangements,['NNS'],nsubj,demonstrator,['NN'],appos,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
2448,Cavalry,['NNP'],nsubj,cuirassiers,['NNS'],pobj,Member-Collection,"e2,e1",Other,Other
2449,hookup,['NN'],appos,products,['NNS'],pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
2450,sewer,['JJR'],compound,cover,['NN'],ROOT,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
2451,escape,"['NN', 'DT']",nsubj,bottle,['NN'],pobj,Other,Othe,Content-Container,"Content-Container(e1,e2)"
2452,emails,"['NNS', 'NN', 'DT']",nsubj,mail box,"['NN', 'NN', 'DT']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2453,series,['NN'],attr,rites,['NNS'],dobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
2454,wares,['NNS'],nsubj,potter,['NN'],pobj,Product-Producer,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2455,water,['NN'],nsubj,straw-bales,"['NN', 'NNS']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2456,show,['NN'],nsubj,discussion,['NN'],dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
2457,research,['NN'],nsubj,environmental issues,"['JJ', 'NNS']",dobj,Other,Othe,Message-Topic,"Message-Topic(e1,e2)"
2458,farmer,['NN'],dobj,poverty,['NN'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
2459,crocodile,['NN'],nsubj,snout,['NN'],pobj,Component-Whole,"e2,e1",Other,Other
2460,author,"['NN', 'DT']",nsubj,book,['NN'],dobj,Product-Producer,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
2461,cough syrup,"['NN', 'NN']",nsubj,bottle,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2462,cartridges,['NNS'],dobj,printer,"['NN', 'NN']",nsubj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2463,museum,['NN'],nsubj,pit,"['NN', 'PRP']",dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2464,laws,['NNS'],dobj,size,['NN'],dobj,Message-Topic,"e1,e2",Other,Other
2465,Tsunamis,['NNP'],nsubjpass,displacement,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2466,material,['NN'],dobj,outer disc regions,"['NN', 'NN', 'NNS']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2467,irritants,['NNS'],dobj,coughing,"['NN', 'IN']",dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
2468,office,['NN'],compound,floor,"['NN', 'NN']",pobj,Component-Whole,"e1,e2",Other,Other
2469,wine,"['IN', 'VBP', 'IN']",dobj,carton,"['TO', 'DT', 'NN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2470,ammonia,['NN'],pobj,plant,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2471,speech,['NN'],nsubj,problems,['NNS'],pobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
2472,blisters,['NNS'],nsubjpass,antibodies,['NNS'],pobj,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2473,timestamp,"['DT', 'DT', 'NN']",dobj,date,"['DT', 'DT', 'NN', 'NN']",pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2474,division,['NN'],pobj,pikemen,['NNS'],pobj,Member-Collection,"e2,e1",Other,Other
2475,book,['NN'],nsubjpass,slipcase,"['DT', 'NN']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2476,spacecraft,['NN'],nsubjpass,container,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2477,photographer,"['NN', 'DT']",nsubj,heartland,"['NN', 'DT']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2478,water,"['NN', 'DT', 'DT']",dobj,ewer,['NN'],pobj,Content-Container,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2479,pipeline,['NN'],ROOT,gas,['NN'],nsubj,Entity-Origin,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2480,decline,['NN'],nsubjpass,collapse,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2481,block,['NN'],dobj,fishermen,['NNS'],pobj,Product-Producer,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
2482,fly,['NN'],dobj,jeans,['NNS'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2483,knob,['NN'],attr,bat,"['NN', 'DT', 'NN', 'DT']",dobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2484,athlete,['NN'],nsubj,stance,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
2485,resource,['NN'],attr,results,['NNS'],dobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
2486,maternity wards,"['NN', 'NNS']",nsubj,chaos,['NN'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
2487,gold,['NN'],compound,quartz tube,"['DT', 'NN', 'NN', 'DT', 'NN', 'NN', 'NN']",pobj,Entity-Destination,"e1,e2",Content-Container,"Content-Container(e1,e2)"
2488,system,['NN'],nsubj,antennas,['NNS'],dobj,Component-Whole,"e2,e1",Content-Container,"Content-Container(e1,e2)"
2489,cranberry,['NN'],compound,jelly,['RB'],ROOT,Entity-Origin,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
2490,man,"['NN', 'DT']",nsubjpass,stone,['NN'],pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
2491,world,['NN'],nsubj,life,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
2492,Chocolates,['NNS'],nsubj,acne,['NN'],dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
2493,gunshot,['NN'],pobj,forearm,['NN'],pobj,Other,Othe,Cause-Effect,"Cause-Effect(e2,e1)"
2494,pan,"['DT', 'NN']",nsubjpass,spaghetti,"['DT', 'NNS']",pobj,Content-Container,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
2495,emperor,['NN'],nsubj,decree,['NN'],dobj,Product-Producer,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
2496,machine,"['NN', 'DT']",nsubj,reservoir,['NN'],dobj,Component-Whole,"e2,e1",Content-Container,"Content-Container(e1,e2)"
2497,box,['NN'],nsubjpass,braces,['NNS'],pobj,Content-Container,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
2498,moment,['NN'],nsubj,minutes,['NNS'],dobj,Other,Othe,Message-Topic,"Message-Topic(e1,e2)"
2499,coughing,['VBG'],advcl,allergies,['NNS'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e1,e2)"
2500,disturbance,['NN'],pobj,overpopulation,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
2501,industry,['NN'],nsubj,economy,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
2502,pillar,['NN'],pobj,bridge,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
2503,announcement,"['NN', 'DT', 'DT', 'DT']",nsubj,stir,['NN'],dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
2504,protein,['NN'],nsubj,cancer,['NN'],dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
2505,blacksmith,['NN'],poss,forge,['NN'],pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2506,wheat,['NN'],compound,whisky,['NN'],appos,Entity-Origin,"e2,e1",Other,Other
2507,cell,['NN'],pobj,bees,['NNS'],pobj,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2508,images,['NNS'],dobj,web page,"['JJ', 'NN']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
2509,stern,['NN'],pobj,boat,"['IN', 'NN']",pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
2510,firm,['NN'],nsubj,head,"['NN', 'DT']",pobj,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
2511,lines,['NNS'],nsubj,terminal,['NN'],pobj,Other,Othe,Entity-Origin,"Entity-Origin(e1,e2)"
2512,guard,"['NN', 'DT']",nsubj,chuckle,['NN'],pobj,Other,Othe,Instrument-Agency,"Instrument-Agency(e2,e1)"
2513,electrode,['NN'],nsubjpass,top,"['JJ', 'TO']",pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
2514,confederacy,"['DT', 'NN', 'IN']",appos,clans,"['NN', 'DT', 'NNS']",pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2515,communists,['NNS'],nsubj,wall,"['DT', 'NN']",dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
2516,Danger,['NNP'],nsubj,routine,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
2517,criticism,"['VBZ', 'NN']",pobj,religion,['NN'],pobj,Message-Topic,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
